story_id,user_id,rating,publication_year,title,timestamp
1,163,3,2019,aarjavajeevulu,2023
1,176,2,2019,aarjavajeevulu,2024
1,72,1,2019,aarjavajeevulu,2025
1,34,4,2019,aarjavajeevulu,2023
1,128,4,2019,aarjavajeevulu,2024
1,13,2,2019,aarjavajeevulu,2022
1,186,3,2019,aarjavajeevulu,2021
1,18,3,2019,aarjavajeevulu,2020
1,59,4,2019,aarjavajeevulu,2021
1,85,1,2019,aarjavajeevulu,2023
1,115,2,2019,aarjavajeevulu,2021
1,103,2,2019,aarjavajeevulu,2025
1,199,3,2019,aarjavajeevulu,2021
1,96,3,2019,aarjavajeevulu,2025
1,106,4,2019,aarjavajeevulu,2019
1,99,5,2019,aarjavajeevulu,2021
1,100,4,2019,aarjavajeevulu,2024
1,84,3,2019,aarjavajeevulu,2023
1,157,3,2019,aarjavajeevulu,2023
1,179,3,2019,aarjavajeevulu,2023
1,173,4,2019,aarjavajeevulu,2021
1,117,3,2019,aarjavajeevulu,2020
1,112,2,2019,aarjavajeevulu,2021
1,136,4,2019,aarjavajeevulu,2023
1,127,3,2019,aarjavajeevulu,2019
1,46,3,2019,aarjavajeevulu,2019
1,15,1,2019,aarjavajeevulu,2020
1,1,1,2019,aarjavajeevulu,2025
2,48,4,2017,abhaayaranyam lo amber,2018
2,199,1,2017,abhaayaranyam lo amber,2017
2,19,4,2017,abhaayaranyam lo amber,2024
2,93,3,2017,abhaayaranyam lo amber,2021
2,64,4,2017,abhaayaranyam lo amber,2021
2,22,4,2017,abhaayaranyam lo amber,2024
2,90,4,2017,abhaayaranyam lo amber,2022
2,38,4,2017,abhaayaranyam lo amber,2023
2,7,4,2017,abhaayaranyam lo amber,2021
2,75,4,2017,abhaayaranyam lo amber,2022
2,159,4,2017,abhaayaranyam lo amber,2020
2,42,3,2017,abhaayaranyam lo amber,2024
2,69,1,2017,abhaayaranyam lo amber,2019
2,28,2,2017,abhaayaranyam lo amber,2022
2,97,4,2017,abhaayaranyam lo amber,2021
2,70,2,2017,abhaayaranyam lo amber,2022
2,182,3,2017,abhaayaranyam lo amber,2017
2,79,4,2017,abhaayaranyam lo amber,2018
2,105,2,2017,abhaayaranyam lo amber,2021
2,193,3,2017,abhaayaranyam lo amber,2018
2,169,4,2017,abhaayaranyam lo amber,2017
2,118,1,2017,abhaayaranyam lo amber,2024
2,171,4,2017,abhaayaranyam lo amber,2022
2,6,5,2017,abhaayaranyam lo amber,2018
2,58,2,2017,abhaayaranyam lo amber,2019
2,89,4,2017,abhaayaranyam lo amber,2017
2,82,4,2017,abhaayaranyam lo amber,2024
2,107,3,2017,abhaayaranyam lo amber,2018
2,66,2,2017,abhaayaranyam lo amber,2018
2,177,1,2017,abhaayaranyam lo amber,2019
2,178,4,2017,abhaayaranyam lo amber,2017
2,55,5,2017,abhaayaranyam lo amber,2017
2,15,4,2017,abhaayaranyam lo amber,2020
2,158,2,2017,abhaayaranyam lo amber,2019
2,143,4,2017,abhaayaranyam lo amber,2023
2,137,3,2017,abhaayaranyam lo amber,2019
2,122,3,2017,abhaayaranyam lo amber,2017
2,196,2,2017,abhaayaranyam lo amber,2023
2,192,2,2017,abhaayaranyam lo amber,2024
2,194,5,2017,abhaayaranyam lo amber,2019
2,8,1,2017,abhaayaranyam lo amber,2018
2,76,1,2017,abhaayaranyam lo amber,2017
2,39,2,2017,abhaayaranyam lo amber,2018
2,2,3,2017,abhaayaranyam lo amber,2023
2,104,3,2017,abhaayaranyam lo amber,2021
2,72,2,2017,abhaayaranyam lo amber,2020
2,195,3,2017,abhaayaranyam lo amber,2022
2,21,4,2017,abhaayaranyam lo amber,2018
2,163,3,2017,abhaayaranyam lo amber,2020
2,85,2,2017,abhaayaranyam lo amber,2022
2,88,1,2017,abhaayaranyam lo amber,2023
2,35,2,2017,abhaayaranyam lo amber,2020
2,131,3,2017,abhaayaranyam lo amber,2022
2,81,4,2017,abhaayaranyam lo amber,2022
2,113,3,2017,abhaayaranyam lo amber,2024
2,102,4,2017,abhaayaranyam lo amber,2018
2,115,3,2017,abhaayaranyam lo amber,2023
2,165,4,2017,abhaayaranyam lo amber,2023
2,145,3,2017,abhaayaranyam lo amber,2023
2,65,2,2017,abhaayaranyam lo amber,2018
2,166,3,2017,abhaayaranyam lo amber,2017
2,153,3,2017,abhaayaranyam lo amber,2021
2,5,4,2017,abhaayaranyam lo amber,2024
2,53,1,2017,abhaayaranyam lo amber,2025
2,185,4,2017,abhaayaranyam lo amber,2019
2,162,3,2017,abhaayaranyam lo amber,2023
2,152,3,2017,abhaayaranyam lo amber,2020
2,62,4,2017,abhaayaranyam lo amber,2020
2,146,1,2017,abhaayaranyam lo amber,2021
2,99,4,2017,abhaayaranyam lo amber,2018
2,154,2,2017,abhaayaranyam lo amber,2024
2,87,4,2017,abhaayaranyam lo amber,2023
2,57,5,2017,abhaayaranyam lo amber,2018
2,29,4,2017,abhaayaranyam lo amber,2017
2,149,4,2017,abhaayaranyam lo amber,2022
2,173,4,2017,abhaayaranyam lo amber,2019
2,44,3,2017,abhaayaranyam lo amber,2020
2,130,2,2017,abhaayaranyam lo amber,2017
2,134,5,2017,abhaayaranyam lo amber,2018
2,74,4,2017,abhaayaranyam lo amber,2019
2,168,4,2017,abhaayaranyam lo amber,2020
2,198,5,2017,abhaayaranyam lo amber,2018
2,14,4,2017,abhaayaranyam lo amber,2024
2,139,3,2017,abhaayaranyam lo amber,2018
2,68,2,2017,abhaayaranyam lo amber,2022
2,94,1,2017,abhaayaranyam lo amber,2021
2,132,4,2017,abhaayaranyam lo amber,2019
2,43,3,2017,abhaayaranyam lo amber,2022
2,40,1,2017,abhaayaranyam lo amber,2017
2,108,5,2017,abhaayaranyam lo amber,2021
2,11,3,2017,abhaayaranyam lo amber,2023
2,33,4,2017,abhaayaranyam lo amber,2020
2,160,3,2017,abhaayaranyam lo amber,2019
2,36,4,2017,abhaayaranyam lo amber,2017
2,83,3,2017,abhaayaranyam lo amber,2020
2,3,3,2017,abhaayaranyam lo amber,2020
2,59,3,2017,abhaayaranyam lo amber,2019
2,197,3,2017,abhaayaranyam lo amber,2022
2,191,2,2017,abhaayaranyam lo amber,2025
2,176,4,2017,abhaayaranyam lo amber,2021
2,174,4,2017,abhaayaranyam lo amber,2017
2,156,3,2017,abhaayaranyam lo amber,2017
2,12,1,2017,abhaayaranyam lo amber,2017
2,26,5,2017,abhaayaranyam lo amber,2021
2,135,3,2017,abhaayaranyam lo amber,2019
2,187,2,2017,abhaayaranyam lo amber,2020
2,121,2,2017,abhaayaranyam lo amber,2024
2,120,4,2017,abhaayaranyam lo amber,2023
2,92,5,2017,abhaayaranyam lo amber,2023
2,110,4,2017,abhaayaranyam lo amber,2024
2,32,2,2017,abhaayaranyam lo amber,2020
2,52,5,2017,abhaayaranyam lo amber,2018
2,77,3,2017,abhaayaranyam lo amber,2024
2,51,4,2017,abhaayaranyam lo amber,2023
2,100,3,2017,abhaayaranyam lo amber,2024
2,49,5,2017,abhaayaranyam lo amber,2022
2,46,4,2017,abhaayaranyam lo amber,2019
2,45,4,2017,abhaayaranyam lo amber,2021
2,109,4,2017,abhaayaranyam lo amber,2017
2,180,4,2017,abhaayaranyam lo amber,2017
2,126,3,2017,abhaayaranyam lo amber,2019
2,144,2,2017,abhaayaranyam lo amber,2019
2,157,2,2017,abhaayaranyam lo amber,2019
2,186,3,2017,abhaayaranyam lo amber,2022
2,37,4,2017,abhaayaranyam lo amber,2024
2,18,2,2017,abhaayaranyam lo amber,2023
2,31,3,2017,abhaayaranyam lo amber,2021
2,142,3,2017,abhaayaranyam lo amber,2017
2,71,4,2017,abhaayaranyam lo amber,2022
2,200,2,2017,abhaayaranyam lo amber,2022
2,170,4,2017,abhaayaranyam lo amber,2019
2,189,5,2017,abhaayaranyam lo amber,2018
2,161,1,2017,abhaayaranyam lo amber,2023
2,80,2,2017,abhaayaranyam lo amber,2019
2,54,3,2017,abhaayaranyam lo amber,2020
2,27,2,2017,abhaayaranyam lo amber,2021
2,24,3,2017,abhaayaranyam lo amber,2024
2,133,3,2017,abhaayaranyam lo amber,2019
2,190,3,2017,abhaayaranyam lo amber,2018
2,60,4,2017,abhaayaranyam lo amber,2025
2,114,5,2017,abhaayaranyam lo amber,2020
2,25,1,2017,abhaayaranyam lo amber,2024
2,56,1,2017,abhaayaranyam lo amber,2025
2,1,3,2017,abhaayaranyam lo amber,2021
2,151,3,2017,abhaayaranyam lo amber,2022
2,147,1,2017,abhaayaranyam lo amber,2024
3,140,4,2005,bhutaddalu,2016
3,126,3,2005,bhutaddalu,2016
3,157,1,2005,bhutaddalu,2008
3,189,2,2005,bhutaddalu,2007
3,181,4,2005,bhutaddalu,2012
3,131,2,2005,bhutaddalu,2017
3,199,4,2005,bhutaddalu,2017
3,23,5,2005,bhutaddalu,2022
3,59,4,2005,bhutaddalu,2009
3,153,5,2005,bhutaddalu,2019
3,80,2,2005,bhutaddalu,2023
3,96,3,2005,bhutaddalu,2020
3,103,1,2005,bhutaddalu,2016
3,32,3,2005,bhutaddalu,2023
3,152,3,2005,bhutaddalu,2011
3,17,3,2005,bhutaddalu,2006
3,142,4,2005,bhutaddalu,2019
3,92,5,2005,bhutaddalu,2019
3,127,5,2005,bhutaddalu,2018
3,194,2,2005,bhutaddalu,2019
3,66,5,2005,bhutaddalu,2007
3,105,2,2005,bhutaddalu,2023
3,90,2,2005,bhutaddalu,2015
3,134,3,2005,bhutaddalu,2016
3,109,4,2005,bhutaddalu,2024
3,130,3,2005,bhutaddalu,2008
3,52,2,2005,bhutaddalu,2016
3,74,3,2005,bhutaddalu,2020
3,164,3,2005,bhutaddalu,2007
3,178,4,2005,bhutaddalu,2010
3,172,3,2005,bhutaddalu,2011
3,188,3,2005,bhutaddalu,2021
3,154,3,2005,bhutaddalu,2022
3,168,3,2005,bhutaddalu,2014
3,14,2,2005,bhutaddalu,2007
3,81,5,2005,bhutaddalu,2020
3,101,3,2005,bhutaddalu,2022
3,19,4,2005,bhutaddalu,2011
3,160,1,2005,bhutaddalu,2012
3,63,3,2005,bhutaddalu,2019
3,150,3,2005,bhutaddalu,2012
3,122,4,2005,bhutaddalu,2017
3,169,2,2005,bhutaddalu,2024
3,174,3,2005,bhutaddalu,2018
3,121,1,2005,bhutaddalu,2008
3,2,5,2005,bhutaddalu,2020
3,51,3,2005,bhutaddalu,2011
3,156,3,2005,bhutaddalu,2014
3,94,4,2005,bhutaddalu,2005
3,155,3,2005,bhutaddalu,2021
3,85,2,2005,bhutaddalu,2016
3,111,4,2005,bhutaddalu,2023
3,89,5,2005,bhutaddalu,2009
3,46,3,2005,bhutaddalu,2006
3,61,3,2005,bhutaddalu,2015
3,191,4,2005,bhutaddalu,2017
3,151,4,2005,bhutaddalu,2008
3,125,3,2005,bhutaddalu,2018
3,33,5,2005,bhutaddalu,2019
3,175,3,2005,bhutaddalu,2007
3,171,1,2005,bhutaddalu,2024
3,129,2,2005,bhutaddalu,2009
3,58,3,2005,bhutaddalu,2024
3,118,2,2005,bhutaddalu,2020
3,7,1,2005,bhutaddalu,2010
3,53,2,2005,bhutaddalu,2017
3,197,4,2005,bhutaddalu,2019
3,55,2,2005,bhutaddalu,2020
3,24,3,2005,bhutaddalu,2014
3,44,4,2005,bhutaddalu,2007
3,91,4,2005,bhutaddalu,2009
3,173,3,2005,bhutaddalu,2012
3,167,2,2005,bhutaddalu,2025
3,16,5,2005,bhutaddalu,2021
3,135,3,2005,bhutaddalu,2007
3,50,3,2005,bhutaddalu,2023
3,182,1,2005,bhutaddalu,2011
3,123,4,2005,bhutaddalu,2009
3,176,3,2005,bhutaddalu,2013
3,88,2,2005,bhutaddalu,2015
3,183,2,2005,bhutaddalu,2005
3,35,1,2005,bhutaddalu,2007
3,192,2,2005,bhutaddalu,2019
3,37,2,2005,bhutaddalu,2005
3,148,4,2005,bhutaddalu,2012
3,6,3,2005,bhutaddalu,2014
3,78,3,2005,bhutaddalu,2014
3,165,2,2005,bhutaddalu,2023
3,62,3,2005,bhutaddalu,2014
3,28,2,2005,bhutaddalu,2009
3,120,2,2005,bhutaddalu,2016
3,1,4,2005,bhutaddalu,2008
3,159,4,2005,bhutaddalu,2017
3,54,2,2005,bhutaddalu,2022
3,184,3,2005,bhutaddalu,2011
3,72,4,2005,bhutaddalu,2022
3,102,4,2005,bhutaddalu,2021
3,141,4,2005,bhutaddalu,2015
3,43,3,2005,bhutaddalu,2008
3,12,4,2005,bhutaddalu,2021
3,25,3,2005,bhutaddalu,2012
3,110,2,2005,bhutaddalu,2013
3,128,3,2005,bhutaddalu,2022
3,41,3,2005,bhutaddalu,2016
3,21,4,2005,bhutaddalu,2021
3,60,3,2005,bhutaddalu,2014
4,159,3,2006,dantOdantaM,2023
4,156,1,2006,dantOdantaM,2014
4,200,3,2006,dantOdantaM,2019
4,47,5,2006,dantOdantaM,2025
4,83,5,2006,dantOdantaM,2013
4,112,4,2006,dantOdantaM,2009
4,177,2,2006,dantOdantaM,2025
4,75,1,2006,dantOdantaM,2013
4,118,3,2006,dantOdantaM,2020
4,76,3,2006,dantOdantaM,2023
4,88,3,2006,dantOdantaM,2025
4,1,3,2006,dantOdantaM,2021
4,79,4,2006,dantOdantaM,2016
4,188,2,2006,dantOdantaM,2016
4,48,3,2006,dantOdantaM,2006
4,91,4,2006,dantOdantaM,2023
4,50,3,2006,dantOdantaM,2007
4,80,1,2006,dantOdantaM,2016
4,126,3,2006,dantOdantaM,2007
4,190,5,2006,dantOdantaM,2019
4,61,1,2006,dantOdantaM,2025
4,58,4,2006,dantOdantaM,2006
4,4,2,2006,dantOdantaM,2012
4,60,1,2006,dantOdantaM,2019
4,168,3,2006,dantOdantaM,2006
4,102,1,2006,dantOdantaM,2008
4,82,1,2006,dantOdantaM,2006
4,151,4,2006,dantOdantaM,2008
4,2,3,2006,dantOdantaM,2018
4,165,2,2006,dantOdantaM,2021
4,14,3,2006,dantOdantaM,2018
4,11,4,2006,dantOdantaM,2014
4,34,4,2006,dantOdantaM,2023
4,81,2,2006,dantOdantaM,2007
4,117,3,2006,dantOdantaM,2018
4,27,4,2006,dantOdantaM,2023
4,77,3,2006,dantOdantaM,2010
4,155,4,2006,dantOdantaM,2021
4,18,3,2006,dantOdantaM,2012
4,146,2,2006,dantOdantaM,2009
4,183,2,2006,dantOdantaM,2020
4,145,5,2006,dantOdantaM,2021
4,17,1,2006,dantOdantaM,2015
4,153,5,2006,dantOdantaM,2022
4,140,3,2006,dantOdantaM,2017
4,105,3,2006,dantOdantaM,2008
4,38,3,2006,dantOdantaM,2012
4,132,2,2006,dantOdantaM,2011
4,198,3,2006,dantOdantaM,2021
4,40,2,2006,dantOdantaM,2008
4,15,4,2006,dantOdantaM,2019
4,29,5,2006,dantOdantaM,2025
4,136,4,2006,dantOdantaM,2022
4,127,4,2006,dantOdantaM,2024
4,113,5,2006,dantOdantaM,2014
4,86,4,2006,dantOdantaM,2013
4,92,1,2006,dantOdantaM,2010
4,178,4,2006,dantOdantaM,2008
4,72,2,2006,dantOdantaM,2020
4,56,3,2006,dantOdantaM,2025
4,31,5,2006,dantOdantaM,2023
4,69,4,2006,dantOdantaM,2015
4,6,3,2006,dantOdantaM,2023
4,173,2,2006,dantOdantaM,2016
4,97,1,2006,dantOdantaM,2025
4,166,3,2006,dantOdantaM,2022
4,195,5,2006,dantOdantaM,2012
4,59,4,2006,dantOdantaM,2021
4,114,3,2006,dantOdantaM,2018
4,167,1,2006,dantOdantaM,2008
4,87,2,2006,dantOdantaM,2016
4,141,4,2006,dantOdantaM,2010
4,70,4,2006,dantOdantaM,2020
4,134,4,2006,dantOdantaM,2015
4,154,3,2006,dantOdantaM,2009
4,84,3,2006,dantOdantaM,2018
4,43,4,2006,dantOdantaM,2017
4,158,3,2006,dantOdantaM,2007
4,133,3,2006,dantOdantaM,2008
4,55,2,2006,dantOdantaM,2007
4,172,4,2006,dantOdantaM,2023
4,52,3,2006,dantOdantaM,2022
4,104,1,2006,dantOdantaM,2014
4,103,3,2006,dantOdantaM,2012
4,171,4,2006,dantOdantaM,2013
4,95,4,2006,dantOdantaM,2007
4,37,3,2006,dantOdantaM,2014
4,54,2,2006,dantOdantaM,2010
4,131,3,2006,dantOdantaM,2015
4,109,4,2006,dantOdantaM,2010
4,194,2,2006,dantOdantaM,2008
4,148,4,2006,dantOdantaM,2012
4,185,4,2006,dantOdantaM,2018
4,101,4,2006,dantOdantaM,2008
4,111,3,2006,dantOdantaM,2014
4,150,1,2006,dantOdantaM,2006
4,3,1,2006,dantOdantaM,2018
4,186,3,2006,dantOdantaM,2017
4,164,3,2006,dantOdantaM,2015
4,22,3,2006,dantOdantaM,2025
4,64,3,2006,dantOdantaM,2024
4,138,1,2006,dantOdantaM,2006
4,142,3,2006,dantOdantaM,2018
4,96,5,2006,dantOdantaM,2022
4,98,4,2006,dantOdantaM,2008
4,129,3,2006,dantOdantaM,2008
4,24,3,2006,dantOdantaM,2008
4,123,4,2006,dantOdantaM,2012
4,169,2,2006,dantOdantaM,2021
4,181,2,2006,dantOdantaM,2021
4,65,3,2006,dantOdantaM,2013
4,193,3,2006,dantOdantaM,2023
4,143,4,2006,dantOdantaM,2012
4,197,3,2006,dantOdantaM,2011
4,26,3,2006,dantOdantaM,2020
4,93,3,2006,dantOdantaM,2018
4,196,4,2006,dantOdantaM,2019
4,152,4,2006,dantOdantaM,2021
4,35,3,2006,dantOdantaM,2013
4,121,1,2006,dantOdantaM,2018
4,63,2,2006,dantOdantaM,2016
4,9,3,2006,dantOdantaM,2009
4,160,1,2006,dantOdantaM,2008
4,161,3,2006,dantOdantaM,2019
4,30,3,2006,dantOdantaM,2023
4,128,4,2006,dantOdantaM,2009
4,116,3,2006,dantOdantaM,2025
4,20,4,2006,dantOdantaM,2025
4,170,4,2006,dantOdantaM,2020
4,187,5,2006,dantOdantaM,2008
4,45,4,2006,dantOdantaM,2023
4,33,2,2006,dantOdantaM,2010
4,19,3,2006,dantOdantaM,2025
4,191,4,2006,dantOdantaM,2008
4,180,5,2006,dantOdantaM,2015
4,184,3,2006,dantOdantaM,2015
4,13,1,2006,dantOdantaM,2025
4,119,3,2006,dantOdantaM,2020
4,10,4,2006,dantOdantaM,2010
4,5,4,2006,dantOdantaM,2016
4,41,4,2006,dantOdantaM,2010
4,107,2,2006,dantOdantaM,2010
4,94,4,2006,dantOdantaM,2015
4,100,2,2006,dantOdantaM,2024
4,125,3,2006,dantOdantaM,2022
4,162,5,2006,dantOdantaM,2024
4,157,2,2006,dantOdantaM,2009
4,137,1,2006,dantOdantaM,2019
5,142,4,2012,dommi,2023
5,185,4,2012,dommi,2012
5,182,4,2012,dommi,2019
5,188,3,2012,dommi,2023
5,138,3,2012,dommi,2012
5,108,3,2012,dommi,2012
5,59,2,2012,dommi,2018
5,77,2,2012,dommi,2014
5,40,2,2012,dommi,2023
5,146,2,2012,dommi,2017
5,76,5,2012,dommi,2017
5,181,3,2012,dommi,2022
5,63,2,2012,dommi,2024
5,154,2,2012,dommi,2023
5,191,3,2012,dommi,2018
5,5,1,2012,dommi,2021
5,147,1,2012,dommi,2021
5,42,3,2012,dommi,2024
5,31,3,2012,dommi,2018
5,84,3,2012,dommi,2014
5,100,2,2012,dommi,2016
5,26,3,2012,dommi,2019
5,41,5,2012,dommi,2023
5,106,2,2012,dommi,2019
5,27,3,2012,dommi,2014
5,153,4,2012,dommi,2023
5,12,1,2012,dommi,2014
5,194,3,2012,dommi,2015
5,126,3,2012,dommi,2025
5,114,4,2012,dommi,2025
5,149,1,2012,dommi,2025
5,56,3,2012,dommi,2024
5,118,1,2012,dommi,2014
5,86,1,2012,dommi,2014
5,17,2,2012,dommi,2016
5,183,3,2012,dommi,2025
5,192,2,2012,dommi,2024
5,110,2,2012,dommi,2025
5,94,4,2012,dommi,2013
5,30,4,2012,dommi,2020
5,199,4,2012,dommi,2016
5,6,1,2012,dommi,2022
5,20,3,2012,dommi,2012
5,179,4,2012,dommi,2019
5,165,1,2012,dommi,2015
5,164,1,2012,dommi,2022
5,18,1,2012,dommi,2014
5,82,1,2012,dommi,2018
5,98,3,2012,dommi,2013
5,145,2,2012,dommi,2014
5,196,3,2012,dommi,2017
5,37,1,2012,dommi,2021
5,113,5,2012,dommi,2012
5,65,3,2012,dommi,2022
5,71,4,2012,dommi,2012
5,50,2,2012,dommi,2021
5,61,2,2012,dommi,2022
5,162,5,2012,dommi,2016
5,136,1,2012,dommi,2014
5,156,3,2012,dommi,2012
6,148,1,2022,galidosham,2024
6,14,4,2022,galidosham,2024
6,138,3,2022,galidosham,2022
6,112,3,2022,galidosham,2024
6,78,4,2022,galidosham,2024
6,143,3,2022,galidosham,2025
6,6,1,2022,galidosham,2024
6,27,3,2022,galidosham,2025
6,3,1,2022,galidosham,2025
6,64,5,2022,galidosham,2022
6,48,4,2022,galidosham,2023
6,76,1,2022,galidosham,2025
6,67,3,2022,galidosham,2022
6,68,3,2022,galidosham,2023
6,99,2,2022,galidosham,2025
6,47,4,2022,galidosham,2022
6,13,2,2022,galidosham,2024
6,26,3,2022,galidosham,2023
6,66,2,2022,galidosham,2023
6,59,3,2022,galidosham,2023
6,41,5,2022,galidosham,2025
6,180,1,2022,galidosham,2023
6,106,3,2022,galidosham,2023
6,65,3,2022,galidosham,2025
6,97,4,2022,galidosham,2023
6,154,4,2022,galidosham,2024
6,30,3,2022,galidosham,2023
6,75,4,2022,galidosham,2023
6,114,4,2022,galidosham,2022
6,95,3,2022,galidosham,2023
6,81,3,2022,galidosham,2023
6,146,1,2022,galidosham,2022
6,20,3,2022,galidosham,2024
6,111,1,2022,galidosham,2025
6,196,3,2022,galidosham,2024
6,102,5,2022,galidosham,2023
6,127,3,2022,galidosham,2022
6,91,1,2022,galidosham,2023
6,126,1,2022,galidosham,2024
6,151,3,2022,galidosham,2025
6,157,3,2022,galidosham,2025
6,56,4,2022,galidosham,2022
6,183,4,2022,galidosham,2024
6,5,2,2022,galidosham,2025
6,19,3,2022,galidosham,2023
6,18,3,2022,galidosham,2024
6,36,1,2022,galidosham,2022
6,43,4,2022,galidosham,2024
6,197,3,2022,galidosham,2022
6,145,4,2022,galidosham,2025
6,139,1,2022,galidosham,2024
6,31,4,2022,galidosham,2023
6,60,1,2022,galidosham,2023
6,117,3,2022,galidosham,2023
6,80,3,2022,galidosham,2025
6,34,3,2022,galidosham,2023
6,22,1,2022,galidosham,2023
6,169,1,2022,galidosham,2023
6,108,2,2022,galidosham,2023
6,1,3,2022,galidosham,2023
6,193,4,2022,galidosham,2023
6,129,4,2022,galidosham,2024
6,156,4,2022,galidosham,2023
6,85,3,2022,galidosham,2024
6,155,3,2022,galidosham,2025
6,101,5,2022,galidosham,2024
6,171,3,2022,galidosham,2025
6,71,4,2022,galidosham,2023
6,115,5,2022,galidosham,2025
6,185,4,2022,galidosham,2022
6,199,3,2022,galidosham,2022
6,94,4,2022,galidosham,2025
6,54,3,2022,galidosham,2023
6,182,3,2022,galidosham,2025
6,124,2,2022,galidosham,2025
6,23,3,2022,galidosham,2022
6,162,3,2022,galidosham,2025
6,28,5,2022,galidosham,2022
6,100,3,2022,galidosham,2022
6,187,3,2022,galidosham,2025
6,10,2,2022,galidosham,2025
6,125,3,2022,galidosham,2022
